Día,Precio (€),product_name,brand,quantity,volume_weight,units,subcategory,distinction,eco,category_name,supermarket_name,url
15/07/2024,1.95,"puleva peques 2 leche de continuacion con omega 3, dha, calcio y 13 vitaminas de 6 a 12 meses brik 1 l sin aceite de palma",puleva,1,2.0,l,vaca, calcio,False,leche,hipercor,https://super.facua.org/hipercor/leche/puleva-peques-2-leche-de-continuacion-con-omega-3-dha-calcio-y-13-vitaminas-de-6-a-12-meses-brik-1-l-sin-aceite-de-palma/
16/07/2024,1.95,"puleva peques 2 leche de continuacion con omega 3, dha, calcio y 13 vitaminas de 6 a 12 meses brik 1 l sin aceite de palma",puleva,1,2.0,l,vaca, calcio,False,leche,hipercor,https://super.facua.org/hipercor/leche/puleva-peques-2-leche-de-continuacion-con-omega-3-dha-calcio-y-13-vitaminas-de-6-a-12-meses-brik-1-l-sin-aceite-de-palma/
17/07/2024,1.95,"puleva peques 2 leche de continuacion con omega 3, dha, calcio y 13 vitaminas de 6 a 12 meses brik 1 l sin aceite de palma",puleva,1,2.0,l,vaca, calcio,False,leche,hipercor,https://super.facua.org/hipercor/leche/puleva-peques-2-leche-de-continuacion-con-omega-3-dha-calcio-y-13-vitaminas-de-6-a-12-meses-brik-1-l-sin-aceite-de-palma/
18/07/2024,1.95,"puleva peques 2 leche de continuacion con omega 3, dha, calcio y 13 vitaminas de 6 a 12 meses brik 1 l sin aceite de palma",puleva,1,2.0,l,vaca, calcio,False,leche,hipercor,https://super.facua.org/hipercor/leche/puleva-peques-2-leche-de-continuacion-con-omega-3-dha-calcio-y-13-vitaminas-de-6-a-12-meses-brik-1-l-sin-aceite-de-palma/
19/07/2024,1.95,"puleva peques 2 leche de continuacion con omega 3, dha, calcio y 13 vitaminas de 6 a 12 meses brik 1 l sin aceite de palma",puleva,1,2.0,l,vaca, calcio,False,leche,hipercor,https://super.facua.org/hipercor/leche/puleva-peques-2-leche-de-continuacion-con-omega-3-dha-calcio-y-13-vitaminas-de-6-a-12-meses-brik-1-l-sin-aceite-de-palma/
20/07/2024,1.95,"puleva peques 2 leche de continuacion con omega 3, dha, calcio y 13 vitaminas de 6 a 12 meses brik 1 l sin aceite de palma",puleva,1,2.0,l,vaca, calcio,False,leche,hipercor,https://super.facua.org/hipercor/leche/puleva-peques-2-leche-de-continuacion-con-omega-3-dha-calcio-y-13-vitaminas-de-6-a-12-meses-brik-1-l-sin-aceite-de-palma/
21/07/2024,1.95,"puleva peques 2 leche de continuacion con omega 3, dha, calcio y 13 vitaminas de 6 a 12 meses brik 1 l sin aceite de palma",puleva,1,2.0,l,vaca, calcio,False,leche,hipercor,https://super.facua.org/hipercor/leche/puleva-peques-2-leche-de-continuacion-con-omega-3-dha-calcio-y-13-vitaminas-de-6-a-12-meses-brik-1-l-sin-aceite-de-palma/
22/07/2024,1.95,"puleva peques 2 leche de continuacion con omega 3, dha, calcio y 13 vitaminas de 6 a 12 meses brik 1 l sin aceite de palma",puleva,1,2.0,l,vaca, calcio,False,leche,hipercor,https://super.facua.org/hipercor/leche/puleva-peques-2-leche-de-continuacion-con-omega-3-dha-calcio-y-13-vitaminas-de-6-a-12-meses-brik-1-l-sin-aceite-de-palma/
23/07/2024,1.95,"puleva peques 2 leche de continuacion con omega 3, dha, calcio y 13 vitaminas de 6 a 12 meses brik 1 l sin aceite de palma",puleva,1,2.0,l,vaca, calcio,False,leche,hipercor,https://super.facua.org/hipercor/leche/puleva-peques-2-leche-de-continuacion-con-omega-3-dha-calcio-y-13-vitaminas-de-6-a-12-meses-brik-1-l-sin-aceite-de-palma/
24/07/2024,1.95,"puleva peques 2 leche de continuacion con omega 3, dha, calcio y 13 vitaminas de 6 a 12 meses brik 1 l sin aceite de palma",puleva,1,2.0,l,vaca, calcio,False,leche,hipercor,https://super.facua.org/hipercor/leche/puleva-peques-2-leche-de-continuacion-con-omega-3-dha-calcio-y-13-vitaminas-de-6-a-12-meses-brik-1-l-sin-aceite-de-palma/
