,Día,Precio (€),product_name,quantity,magnitude,units,category_name,supermarket_name,url
0,25/06/2024,9.99,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
1,02/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
2,03/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
3,04/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
4,05/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
5,06/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
6,07/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
7,08/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
8,15/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
9,16/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
10,17/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
11,18/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
12,19/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
13,20/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
14,21/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
15,22/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
16,23/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
17,24/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
18,25/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
19,26/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
20,27/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
21,28/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
22,29/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
23,30/07/2024,9.51,"Aceite De Oliva Virgen Extra Saqura, Botella 50 Cl",,,,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-saqura-botella-50-cl/
