Día,Precio (€),product_name,brand,quantity,volume_weight,units,subcategory,distinction,eco,category_name,supermarket_name,url
02/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
03/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
04/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
05/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
06/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
07/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
08/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
09/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
10/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
11/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
12/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
13/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
14/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
15/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
16/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
17/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
18/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
19/07/2024,6.18,oro virgen aceite de oliva virgen extra botella de 500 ml.,oro,1,0.5,l,otras,,False,aceite_de_oliva,alcampo,https://super.facua.org/alcampo/aceite-de-oliva/oro-virgen-aceite-de-oliva-virgen-extra-botella-de-500-ml/
