,Día,Precio (€),product_name,quantity,magnitude,units,category_name,supermarket_name,url
0,12/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
1,13/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
2,14/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
3,15/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
4,16/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
5,17/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
6,18/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
7,19/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
8,20/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
9,21/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
10,22/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
11,23/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
12,24/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
13,25/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
14,26/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
15,27/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
16,28/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
17,29/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
18,30/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
19,31/07/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
20,01/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
21,02/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
22,03/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
23,04/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
24,05/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
25,06/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
26,07/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
27,08/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
28,09/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
29,10/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
30,11/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
31,12/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
32,13/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
33,14/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
34,15/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
35,16/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
36,17/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
37,18/08/2024,6.75,Aceite De Girasol Fontasol 5 L.,,5.0,l,aceite_de_girasol,carrefour,https://super.facua.org/carrefour/aceite-de-girasol/aceite-de-girasol-fontasol-5-l/
