,Día,Precio (€),product_name,quantity,magnitude,units,category_name,supermarket_name,url
0,17/09/2024,11.59,Fuenroble Aceite De Oliva Virgen Extra Picual Dop Sierra De Segura Lata 500 Ml,,0.5,l,aceite_de_oliva,hipercor,https://super.facua.org/hipercor/aceite-de-oliva/fuenroble-aceite-de-oliva-virgen-extra-picual-dop-sierra-de-segura-lata-500-ml/
1,18/09/2024,11.59,Fuenroble Aceite De Oliva Virgen Extra Picual Dop Sierra De Segura Lata 500 Ml,,0.5,l,aceite_de_oliva,hipercor,https://super.facua.org/hipercor/aceite-de-oliva/fuenroble-aceite-de-oliva-virgen-extra-picual-dop-sierra-de-segura-lata-500-ml/
2,19/09/2024,11.59,Fuenroble Aceite De Oliva Virgen Extra Picual Dop Sierra De Segura Lata 500 Ml,,0.5,l,aceite_de_oliva,hipercor,https://super.facua.org/hipercor/aceite-de-oliva/fuenroble-aceite-de-oliva-virgen-extra-picual-dop-sierra-de-segura-lata-500-ml/
3,20/09/2024,11.59,Fuenroble Aceite De Oliva Virgen Extra Picual Dop Sierra De Segura Lata 500 Ml,,0.5,l,aceite_de_oliva,hipercor,https://super.facua.org/hipercor/aceite-de-oliva/fuenroble-aceite-de-oliva-virgen-extra-picual-dop-sierra-de-segura-lata-500-ml/
4,21/09/2024,11.59,Fuenroble Aceite De Oliva Virgen Extra Picual Dop Sierra De Segura Lata 500 Ml,,0.5,l,aceite_de_oliva,hipercor,https://super.facua.org/hipercor/aceite-de-oliva/fuenroble-aceite-de-oliva-virgen-extra-picual-dop-sierra-de-segura-lata-500-ml/
5,22/09/2024,11.59,Fuenroble Aceite De Oliva Virgen Extra Picual Dop Sierra De Segura Lata 500 Ml,,0.5,l,aceite_de_oliva,hipercor,https://super.facua.org/hipercor/aceite-de-oliva/fuenroble-aceite-de-oliva-virgen-extra-picual-dop-sierra-de-segura-lata-500-ml/
6,24/09/2024,11.59,Fuenroble Aceite De Oliva Virgen Extra Picual Dop Sierra De Segura Lata 500 Ml,,0.5,l,aceite_de_oliva,hipercor,https://super.facua.org/hipercor/aceite-de-oliva/fuenroble-aceite-de-oliva-virgen-extra-picual-dop-sierra-de-segura-lata-500-ml/
7,25/09/2024,11.59,Fuenroble Aceite De Oliva Virgen Extra Picual Dop Sierra De Segura Lata 500 Ml,,0.5,l,aceite_de_oliva,hipercor,https://super.facua.org/hipercor/aceite-de-oliva/fuenroble-aceite-de-oliva-virgen-extra-picual-dop-sierra-de-segura-lata-500-ml/
8,26/09/2024,12.86,Fuenroble Aceite De Oliva Virgen Extra Picual Dop Sierra De Segura Lata 500 Ml,,0.5,l,aceite_de_oliva,hipercor,https://super.facua.org/hipercor/aceite-de-oliva/fuenroble-aceite-de-oliva-virgen-extra-picual-dop-sierra-de-segura-lata-500-ml/
9,27/09/2024,12.86,Fuenroble Aceite De Oliva Virgen Extra Picual Dop Sierra De Segura Lata 500 Ml,,0.5,l,aceite_de_oliva,hipercor,https://super.facua.org/hipercor/aceite-de-oliva/fuenroble-aceite-de-oliva-virgen-extra-picual-dop-sierra-de-segura-lata-500-ml/
